gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
ric8a,chrX:9150119-9154682,warm,cold,OK,6.30374,5.73319,-0.136869,-0.492474,0.2753,0.439083,no
CG16892,chrX:9167449-9177162,warm,cold,OK,2.77994,3.66091,0.397147,0.461286,0.37675,0.549098,no
snoRNA:CG16892-a,chrX:9167449-9177162,warm,cold,NOTEST,0,8.01043,inf,0,1,1,no
lz,chrX:9178681-9197669,warm,cold,NOTEST,0.298814,0.186142,-0.682844,0,1,1,no
c12.2,chrX:9213391-9250272,warm,cold,OK,7.17782,4.71226,-0.607126,-1.48605,0.0022,0.00787284,yes
BCL7-like,chrX:9250629-9394162,warm,cold,OK,7.30856,4.99129,-0.550174,-0.443579,0.3213,0.490985,no
CG34028,chrX:9396858-9447862,warm,cold,OK,1.80473,1.6041,-0.17002,-0.0718208,0.9221,0.959861,no
CG34026,chrX:9396858-9447862,warm,cold,OK,179.822,22.0525,-3.02755,-6.28155,5.00E-05,0.000245228,yes
RpS28b,chrX:9448654-9449242,warm,cold,OK,862.476,1183.4,0.456376,3.09559,5.00E-05,0.000245228,yes
Hex-A,chrX:9479922-9483846,warm,cold,OK,89.8407,73.4826,-0.289967,-1.25963,0.0063,0.019674,yes
Gga,chrX:9495066-9500029,warm,cold,OK,9.67932,6.99379,-0.468831,-1.06732,0.0211,0.0560454,no
CG42797,chrX:9502978-9517276,warm,cold,OK,13.1914,11.6683,-0.177008,-0.566206,0.20555,0.352065,no
CG42657,chrX:9582221-9583328,warm,cold,OK,76.7894,93.1223,0.278221,1.43499,0.01165,0.0335044,yes
btd,chrX:9588218-9591591,warm,cold,NOTEST,0.450034,0.241943,-0.895367,0,1,1,no
Sp1,chrX:9623680-9650324,warm,cold,OK,2.41379,2.04452,-0.239535,-0.634831,0.14925,0.277817,no
CG1354,chrX:9672774-9676127,warm,cold,OK,30.2692,30.9907,0.0339838,0.131499,0.7718,0.872232,no
CG32698,chrX:9682329-9749482,warm,cold,OK,5.84404,3.38851,-0.786314,-1.65601,0.0006,0.00244552,yes
Ser7,chrX:9759250-9761103,warm,cold,OK,25.931,20.6585,-0.327945,-1.41142,0.0068,0.0209859,yes
CG1468,chrX:9772454-9773312,warm,cold,OK,151.054,137.423,-0.136445,-0.764548,0.19805,0.342595,no
CG9686,chrX:9773901-9774568,warm,cold,OK,46.7693,99.5673,1.09011,5.6988,5.00E-05,0.000245228,yes
CG9689,chrX:9775831-9777631,warm,cold,OK,13.8068,24.8154,0.845857,2.54018,5.00E-05,0.000245228,yes
CG9691,chrX:9778474-9779079,warm,cold,OK,161.833,123.481,-0.390216,-1.51109,0.0009,0.003546,yes
CG1889,chrX:9859273-9871438,warm,cold,OK,16.5841,20.3259,0.293521,1.17976,0.0296,0.0742198,no
CG32694,chrX:9883727-9900928,warm,cold,OK,23.0097,20.211,-0.187098,-0.676722,0.1169,0.230025,no
CG33557,chrX:9903267-9903886,warm,cold,OK,2.60095,0.164734,-3.98083,-1.87147,0.07035,0.15238,no
CG2990,chrX:9904535-9908312,warm,cold,NOTEST,0.42016,0.401741,-0.064672,0,1,1,no
Cht6,chrX:9911693-9944886,warm,cold,OK,1.23066,20.3713,4.04903,11.5777,5.00E-05,0.000245228,yes
Yp1,chrX:9947884-9949531,warm,cold,NOTEST,0.257686,1.09072,2.08159,0,1,1,no
Gr9a,chrX:9949629-9964899,warm,cold,NOTEST,0.108756,0,#NAME?,0,1,1,no
CG2972,chrX:9977202-9978875,warm,cold,OK,8.46117,5.69523,-0.571103,-1.86232,0.0004,0.00169159,yes
CG34104,chrX:9980565-10042911,warm,cold,OK,3.65968,5.85017,0.676761,2.00298,5.00E-05,0.000245228,yes
snoRNA:Me18S-A627,chrX:9980565-10042911,warm,cold,NOTEST,0,6.98753,inf,0,1,1,no
CG12645,chrX:10047644-10049042,warm,cold,OK,3.37721,2.72073,-0.31184,-0.418702,0.32115,0.490882,no
"CG12644,CG43902",chrX:10052466-10089370,warm,cold,OK,3.05518,1.8921,-0.691269,-0.877938,0.035,0.0850535,no
CR32690,chrX:10098414-10106407,warm,cold,OK,268.02,325.531,0.280452,1.39307,0.01645,0.0452499,yes
CR43899,chrX:10098414-10106407,warm,cold,NOTEST,0.61733,0.710773,0.203347,0,1,1,no
l(1)G0230,chrX:10107002-10108587,warm,cold,OK,172.448,279.553,0.696963,2.25865,5.00E-05,0.000245228,yes
CG34408,chrX:10114110-10124122,warm,cold,OK,12.5179,10.1513,-0.302324,-1.21073,0.00825,0.0248953,yes
CR43959,chrX:10128605-10157518,warm,cold,NOTEST,0.584512,0.783759,0.423177,0,1,1,no
CG2909,chrX:10220432-10223882,warm,cold,OK,4.22198,9.17837,1.12032,1.85323,0.00035,0.00149512,yes
"CG12641,CG43740",chrX:10227684-10241836,warm,cold,OK,6.97321,12.0767,0.792327,2.26253,5.00E-05,0.000245228,yes
snoRNA:U3:9B,chrX:10242202-10242370,warm,cold,NOTEST,0,4.13725,inf,0,1,1,no
CG17841,chrX:10261996-10279182,warm,cold,OK,85.67,47.9422,-0.837494,-2.32434,5.00E-05,0.000245228,yes
CG2898,chrX:10261996-10279182,warm,cold,OK,17.9125,12.1901,-0.555257,-0.501183,0.35795,0.530064,no
flw,chrX:10279988-10303854,warm,cold,OK,30.2866,23.19,-0.385179,-1.44854,0.00095,0.00372561,yes
CG32683,chrX:10304421-10348928,warm,cold,OK,1.90813,2.06577,0.114521,0.187943,0.70285,0.824584,no
RabX2,chrX:10304421-10348928,warm,cold,OK,4.80165,3.51755,-0.448962,-0.539156,0.2392,0.396264,no
Neb-cGP,chrX:10354663-10372633,warm,cold,OK,461.443,733.27,0.668192,3.80681,5.00E-05,0.000245228,yes
CG2889,chrX:10354663-10372633,warm,cold,OK,4.08922,2.72031,-0.588052,-0.492416,0.3064,0.473852,no
PPP4R2r,chrX:10372865-10375977,warm,cold,OK,12.0988,7.27703,-0.733445,-2.46963,5.00E-05,0.000245228,yes
Rab9D,chrX:10483121-10484018,warm,cold,NOTEST,0.327637,0.191396,-0.775536,0,1,1,no
CG2124,chrX:10490109-10514223,warm,cold,OK,1.39818,1.29967,-0.10541,-0.108615,0.82625,0.904955,no
X11Lbeta,chrX:10521769-10604995,warm,cold,OK,1.50311,1.53362,0.0289915,0.0436953,0.9224,0.959913,no
CG2111,chrX:10521769-10604995,warm,cold,OK,3.98108,1.32587,-1.58622,-1.99366,0.0007,0.00281524,yes
ras,chrX:10605195-10642916,warm,cold,OK,19.9874,16.3046,-0.29381,-0.691305,0.12985,0.248877,no
BTBD9,chrX:10662569-10666187,warm,cold,OK,18.5111,18.8773,0.0282617,0.113929,0.8063,0.891948,no
CG15211,chrX:10666576-10680963,warm,cold,OK,15.773,8.69598,-0.85904,-0.0916288,0.74795,0.856498,no
CG15210,chrX:10726783-10741135,warm,cold,OK,22.5933,40.7352,0.85038,1.3881,0.0462,0.107349,no
CG15209,chrX:10726783-10741135,warm,cold,OK,84.9634,32.08,-1.40517,-2.59587,5.00E-05,0.000245228,yes
CG17333,chrX:10741470-10742567,warm,cold,OK,34.7668,17.5648,-0.985022,-4.19516,5.00E-05,0.000245228,yes
CG2202,chrX:10742789-10746360,warm,cold,OK,2.13498,2.0149,-0.0835172,-0.12722,0.77625,0.874919,no
CG2186,chrX:10751687-10760279,warm,cold,OK,5.14628,5.10917,-0.0104405,-0.0394964,0.9294,0.963134,no
CG2157,chrX:10763319-10771840,warm,cold,OK,4.2356,6.55849,0.630796,0.556493,0.3505,0.522584,no
CG15208,chrX:10794392-10795771,warm,cold,OK,88.6574,106.101,0.259126,1.29543,0.012,0.0343521,yes
"CG11203,CG15207,CG43901",chrX:10799799-10817476,warm,cold,OK,3.61786,3.51959,-0.0397293,-0.117713,0.79665,0.88767,no
v,chrX:10818004-10819664,warm,cold,OK,22.0231,8.70221,-1.33956,-5.06278,5.00E-05,0.000245228,yes
CG2145,chrX:10821431-10823745,warm,cold,OK,42.0612,20.1371,-1.06264,-4.72849,5.00E-05,0.000245228,yes
"CG16922,Myo10A",chrX:10824969-10861167,warm,cold,OK,1.68307,7.7848,2.20957,7.33376,5.00E-05,0.000245228,yes
CG11160,chrX:10938790-10943635,warm,cold,OK,4.28414,14.0825,1.71683,5.34074,5.00E-05,0.000245228,yes
CG15203,chrX:10960592-10962114,warm,cold,OK,32.2339,85.73,1.41122,7.16579,5.00E-05,0.000245228,yes
"CG2061,CG2076,Vago",chrX:10983236-10989152,warm,cold,OK,100.432,89.3201,-0.169155,-0.792127,0.1484,0.276496,no
CG42249,chrX:10997069-11002181,warm,cold,OK,40.9948,8.60749,-2.25178,-8.26322,5.00E-05,0.000245228,yes
Hsp60,chrX:11002514-11018764,warm,cold,OK,51.686,64.7783,0.325738,1.34069,0.00835,0.0251586,yes
Rpt3,chrX:11019220-11023186,warm,cold,OK,30.5066,44.5611,0.546663,1.82707,0.00045,0.00188483,yes
CG18292,chrX:11031891-11035868,warm,cold,OK,4.37727,5.83035,0.413551,0.666451,0.1584,0.290277,no
"CG15201,CG15202",chrX:11036479-11042850,warm,cold,OK,120.217,42.2683,-1.50799,-3.44071,0.00015,0.000684556,yes
"CG1908,Lint-1",chrX:11043434-11047945,warm,cold,OK,16.2748,16.6282,0.0309914,0.119958,0.79185,0.883988,no
Dlic,chrX:11048403-11059165,warm,cold,OK,31.0955,30.8478,-0.011537,-0.0469056,0.9116,0.954531,no
CG15200,chrX:11076963-11077520,warm,cold,OK,176.682,197.7,0.162161,1.06289,0.13245,0.252673,no
CG11106,chrX:11096301-11096840,warm,cold,OK,208.535,241.454,0.211462,1.40827,0.04625,0.107402,no
CG42683,chrX:11113408-11187732,warm,cold,OK,2.00073,1.38911,-0.526363,-0.470326,0.3087,0.476723,no
CG42683,chrX:11113408-11187732,warm,cold,OK,2.20335,0.864801,-1.34926,-0.570798,0.39755,0.569995,no
CG42683,chrX:11113408-11187732,warm,cold,OK,4.57676,2.70661,-0.75784,-0.594461,0.47265,0.642226,no
CG42683,chrX:11113408-11187732,warm,cold,OK,1.32712,5.3456,2.01005,1.44976,0.48295,0.651652,no
CG15198,chrX:11113408-11187732,warm,cold,OK,109.884,100.59,-0.127497,-0.430435,0.34195,0.513446,no
CG1657,chrX:11219451-11242033,warm,cold,OK,13.6817,17.1242,0.32379,1.04143,0.0273,0.0696946,no
CG34348,chrX:11219451-11242033,warm,cold,OK,6.12539,5.47043,-0.163146,-0.206053,0.67985,0.808981,no
CG11756,chrX:11242152-11242898,warm,cold,OK,31.2021,29.4142,-0.0851274,-0.379002,0.5377,0.699406,no
CG1738,chrX:11243090-11243880,warm,cold,OK,4.95082,3.27138,-0.597769,-1.38507,0.01915,0.051561,no
CG11752,chrX:11244031-11244524,warm,cold,OK,30.0883,19.4706,-0.627905,-2.75056,0.0007,0.00281524,yes
CG1737,chrX:11244666-11249331,warm,cold,OK,5.56872,4.65255,-0.259324,-0.935795,0.0459,0.106799,no
dsh,chrX:11249913-11252757,warm,cold,OK,16.7353,14.6776,-0.18928,-0.80175,0.09835,0.200569,no
Pa1,chrX:11253257-11262137,warm,cold,OK,5.78876,11.7864,1.0258,2.00843,0.00025,0.00109851,yes
Tim8,chrX:11262477-11263216,warm,cold,OK,75.0688,56.549,-0.408712,-2.17695,0.0009,0.003546,yes
"CG15196,dlg1",chrX:11263697-11305707,warm,cold,OK,61.7623,83.0855,0.427869,1.27752,0.00425,0.0140951,yes
Gs2,chrX:11316887-11324228,warm,cold,OK,314.953,65.7615,-2.25982,-9.57273,5.00E-05,0.000245228,yes
Sk1,chrX:11324554-11348379,warm,cold,OK,8.35765,5.84919,-0.51486,-0.930787,0.04305,0.101003,no
HP5,chrX:11348818-11353309,warm,cold,OK,4.54974,4.10776,-0.147433,-0.459976,0.278,0.442196,no
CG43155,chrX:11353914-11370301,warm,cold,NOTEST,1.27535,0.966382,-0.400229,0,1,1,no
Cyp4g15,chrX:11371113-11377138,warm,cold,OK,11.6746,11.6888,0.00174747,0.00622152,0.99005,0.993412,no
CG1749,chrX:11377539-11379095,warm,cold,OK,11.3411,5.78235,-0.97183,-3.24655,5.00E-05,0.000245228,yes
Spase25,chrX:11379187-11385597,warm,cold,OK,63.5614,39.0789,-0.701763,-2.701,5.00E-05,0.000245228,yes
Drak,chrX:11387202-11449143,warm,cold,OK,11.9055,12.1124,0.0248546,0.0986219,0.82785,0.905952,no
mir-2492,chrX:11387202-11449143,warm,cold,NOTEST,0,0,0,0,1,1,no
PGRP-SA,chrX:11455561-11464355,warm,cold,OK,5.48374,4.22269,-0.376997,-0.36395,0.49845,0.666027,no
CG11699,chrX:11464428-11466475,warm,cold,OK,23.4672,32.3018,0.460971,1.73727,0.0085,0.0255194,yes
"CG11696,CG11697",chrX:11466677-11470675,warm,cold,OK,57.093,62.6801,0.134692,0.633737,0.28605,0.451236,no
CG11695,chrX:11470915-11472839,warm,cold,OK,2.99454,1.17016,-1.35563,-2.5632,5.00E-05,0.000245228,yes
roX2,chrX:11473088-11474465,warm,cold,OK,12.924,15.9753,0.305788,0.634881,0.14795,0.275962,no
nod,chrX:11474614-11479787,warm,cold,OK,2.92448,9.80393,1.74518,2.38869,5.00E-05,0.000245228,yes
rho-4,chrX:11493727-11505754,warm,cold,OK,10.7448,11.0564,0.0412331,0.101223,0.8371,0.91135,no
CG1703,chrX:11505842-11509899,warm,cold,OK,23.5588,18.2268,-0.370208,-1.52739,0.0011,0.00425041,yes
Met,chrX:11510158-11514789,warm,cold,OK,4.91418,6.18133,0.330966,1.14872,0.0096,0.0282761,yes
Ptp10D,chrX:11516047-11572622,warm,cold,OK,12.2001,19.847,0.702024,2.88024,5.00E-05,0.000245228,yes
bif,chrX:11572964-11588774,warm,cold,OK,12.0023,9.27694,-0.371596,-1.36545,0.002,0.00721612,yes
PhKgamma,chrX:11589141-11599044,warm,cold,OK,74.5164,62.7798,-0.247259,-1.05978,0.01785,0.0485698,yes
prtp,chrX:11610820-11613960,warm,cold,OK,60.0412,55.397,-0.116143,-0.492009,0.27045,0.433101,no
Tango10,chrX:11614277-11617889,warm,cold,OK,7.91196,7.01074,-0.174469,-0.606587,0.1798,0.318292,no
CG15221,chrX:11618372-11630650,warm,cold,OK,3.49301,13.1119,1.90833,2.85133,5.00E-05,0.000245228,yes
m,chrX:11648305-11663541,warm,cold,NOTEST,0.435106,0.55262,0.344923,0,1,1,no
Karl,chrX:11682876-11686286,warm,cold,OK,6.45765,8.49444,0.395511,0.951488,0.03125,0.0776977,no
CkIIbeta,chrX:11686565-11701212,warm,cold,OK,55.0651,56.8925,0.0470991,0.0598653,0.8861,0.939483,no
CG43154,chrX:11710907-11731509,warm,cold,OK,17.8715,35.5853,0.99362,4.09224,5.00E-05,0.000245228,yes
CR43908,chrX:11731575-11732059,warm,cold,NOTEST,0.213358,0.224123,0.0710137,0,1,1,no
Cyp28c1,chrX:11733640-11735536,warm,cold,OK,7.25699,1.64161,-2.14426,-4.72251,5.00E-05,0.000245228,yes
ATP7,chrX:11749028-11762970,warm,cold,OK,25.0398,23.3863,-0.0985596,-0.344872,0.47255,0.642164,no
CG1847,chrX:11763220-11765201,warm,cold,OK,7.22006,7.44627,0.0445063,0.149888,0.76555,0.868157,no
CG15739,chrX:11767351-11771082,warm,cold,OK,11.9549,4.2407,-1.49522,-3.76308,5.00E-05,0.000245228,yes
"CG1840,SelG",chrX:11771714-11783219,warm,cold,OK,72.5149,103.705,0.516143,1.63387,0.0044,0.0145233,yes
CG15738,chrX:11786042-11787782,warm,cold,OK,10.7423,11.7496,0.12931,0.459571,0.4101,0.583109,no
wisp,chrX:11787977-11793943,warm,cold,NOTEST,0.288869,0.294924,0.0299305,0,1,1,no
CG1806,chrX:11901210-11906242,warm,cold,OK,6.54464,17.4716,1.41662,3.90949,5.00E-05,0.000245228,yes
regucalcin,chrX:11906441-11911989,warm,cold,OK,129.594,53.5535,-1.27494,-6.37762,5.00E-05,0.000245228,yes
CG15735,chrX:11912647-11914770,warm,cold,OK,25.3741,29.0768,0.196512,0.711804,0.10825,0.21639,no
Tango4,chrX:11915096-11923061,warm,cold,OK,2.52768,1.8446,-0.45451,-0.201244,0.7002,0.822946,no
Cyp318a1,chrX:11926664-11929316,warm,cold,OK,3.14046,3.3265,0.0830307,0.228877,0.65265,0.789997,no
"CR32657,CR43960",chrX:11938176-12009871,warm,cold,OK,463.354,587,0.341246,0.790171,0.43815,0.609358,no
Muc11A,chrX:11938176-12009871,warm,cold,OK,99.119,96.1407,-0.0440146,-0.077916,0.87885,0.935014,no
CG34323,chrX:11938176-12009871,warm,cold,NOTEST,1.26243,1.07386,-0.233406,0,1,1,no
CR32658,chrX:11938176-12009871,warm,cold,OK,518.079,592.916,0.194656,0.522444,0.3757,0.548041,no
CG2750,chrX:11938176-12009871,warm,cold,OK,37.9073,43.6921,0.204897,0.34231,0.43785,0.609084,no
Ten-a,chrX:12022927-12229249,warm,cold,OK,4.13631,3.99973,-0.0484424,-0.0898459,0.8403,0.913571,no
CG2577,chrX:12267150-12268481,warm,cold,OK,21.5915,20.2948,-0.08935,-0.377945,0.48295,0.651652,no
CG2574,chrX:12302893-12303870,warm,cold,OK,52.1177,46.0895,-0.177335,-0.861618,0.13065,0.250046,no
Pkcdelta,chrX:12326258-12347689,warm,cold,OK,33.4013,46.759,0.485342,1.81616,5.00E-05,0.000245228,yes
CG15927,chrX:12348901-12349471,warm,cold,NOTEST,1.47264,0.933942,-0.656999,0,1,1,no
CG42258,chrX:12357532-12372557,warm,cold,OK,33.6804,23.697,-0.507203,-1.97144,5.00E-05,0.000245228,yes
Cpr11A,chrX:12381005-12383483,warm,cold,NOTEST,0.0827753,0.412587,2.31743,0,1,1,no
Lsp1alpha,chrX:12384415-12386933,warm,cold,OK,0.123935,4.46238,5.17016,5.62687,5.00E-05,0.000245228,yes
CG2556,chrX:12391193-12410580,warm,cold,OK,17.1843,7.9178,-1.11792,-3.90932,5.00E-05,0.000245228,yes
snoRNA:Me18S-G894,chrX:12391193-12410580,warm,cold,NOTEST,0,0,0,0,1,1,no
Cpr11B,chrX:12410666-12462394,warm,cold,OK,3.20219,0.690501,-2.21335,-1.57407,0.0253,0.0653367,no
Sec16,chrX:12490036-12505632,warm,cold,OK,15.9888,12.8259,-0.317996,-1.23835,0.00665,0.0205821,yes
CG2543,chrX:12505946-12509563,warm,cold,OK,3.63946,5.36643,0.560237,1.70615,0.0008,0.00318706,yes
CG11085,chrX:12510348-12515251,warm,cold,NOTEST,0.219808,0.168599,-0.382652,0,1,1,no
CG15728,chrX:12518324-12523631,warm,cold,OK,14.6589,14.9707,0.030367,0.0980888,0.8358,0.910937,no
CG2540,chrX:12523942-12525144,warm,cold,OK,6.12236,5.21605,-0.23113,-0.690557,0.20935,0.356867,no
tomosyn,chrX:12525651-12547483,warm,cold,OK,20.961,16.0988,-0.380754,-1.5341,0.0005,0.00207223,yes
mir-970,chrX:12525651-12547483,warm,cold,NOTEST,0,0,0,0,1,1,no
CkIalpha,chrX:12547815-12551867,warm,cold,OK,90.6027,120.03,0.405767,1.63601,0.0001,0.000469607,yes
Tis11,chrX:12553394-12576597,warm,cold,OK,17.5348,29.6023,0.755489,2.67977,5.00E-05,0.000245228,yes
CG15725,chrX:12578178-12636477,warm,cold,NOTEST,0.106889,0.29565,1.46778,0,1,1,no
CG4004,chrX:12638496-12643818,warm,cold,OK,5.07625,2.46792,-1.04047,-2.22069,5.00E-05,0.000245228,yes
CG3812,chrX:12659298-12678991,warm,cold,OK,2.29448,1.82113,-0.333332,-0.231714,0.63965,0.780818,no
Pde9,chrX:12679595-12791371,warm,cold,OK,1.27677,0.968228,-0.399076,-0.261816,0.60805,0.756604,no
Pde9,chrX:12679595-12791371,warm,cold,NOTEST,1.04786,1.02702,-0.0289728,0,1,1,no
Pde9,chrX:12679595-12791371,warm,cold,OK,0.780435,1.83299,1.23185,0.437328,0.5831,0.737138,no
Pde9,chrX:12679595-12791371,warm,cold,OK,1.1094,1.41928,0.355376,0.219875,0.6681,0.801921,no
CG3775,chrX:12679595-12791371,warm,cold,OK,24.6783,14.6093,-0.756352,-1.80128,0.00065,0.00263026,yes
Pde9,chrX:12679595-12791371,warm,cold,OK,3.62459,2.49692,-0.537666,-0.296538,0.76805,0.870074,no
Pde9,chrX:12679595-12791371,warm,cold,NOTEST,1.17658,0.797801,-0.5605,0,1,1,no
Pde9,chrX:12679595-12791371,warm,cold,OK,0.690084,1.76362,1.3537,0.531953,0.36995,0.542465,no
Pde9,chrX:12679595-12791371,warm,cold,OK,2.69434,4.56878,0.761877,0.360537,0.5174,0.682172,no
mRpL49,chrX:12801067-12803631,warm,cold,OK,20.1395,15.5912,-0.369296,-1.073,0.09085,0.187735,no
CG4645,chrX:12803985-12805948,warm,cold,OK,14.9622,11.6331,-0.363082,-1.43958,0.0083,0.0250207,yes
fne,chrX:12811509-12844450,warm,cold,OK,6.51343,8.99488,0.465685,1.64121,0.0001,0.000469607,yes
CG32642,chrX:12853314-12854653,warm,cold,NOTEST,0.0657774,0.383137,2.5422,0,1,1,no
Mur11Da,chrX:12861941-12864029,warm,cold,NOTEST,0.0333945,0.131,1.97189,0,1,1,no
CG15721,chrX:12864508-12870264,warm,cold,NOTEST,0.0789595,0.0450207,-0.810524,0,1,1,no
CG32643,chrX:12878589-12879238,warm,cold,OK,41.184,39.2072,-0.0709655,-0.345075,0.58415,0.73815,no
rad,chrX:12882647-12928682,warm,cold,NOTEST,0.501548,0.788111,0.652012,0,1,1,no
CG2209,chrX:12882647-12928682,warm,cold,OK,37.0491,40.0524,0.11245,0.423318,0.4794,0.648342,no
CG42629,chrX:12930021-12973095,warm,cold,OK,2.27437,2.50621,0.140038,0.471686,0.29295,0.458996,no
mir-971,chrX:12930021-12973095,warm,cold,NOTEST,0,0,0,0,1,1,no
lic,chrX:12985155-12988026,warm,cold,OK,12.6575,15.2197,0.26595,1.05601,0.03465,0.0844634,no
CG2200,chrX:12988321-13006475,warm,cold,OK,6.71078,5.15988,-0.379142,-0.687571,0.177,0.314513,no
CG42237,chrX:13009161-13024324,warm,cold,OK,9.39519,12.9631,0.464416,0.920039,0.08825,0.183356,no
CG15717,chrX:13009161-13024324,warm,cold,OK,11.7175,8.098,-0.533032,-0.729639,0.1108,0.220221,no
MFS10,chrX:13025570-13028598,warm,cold,OK,17.4451,6.37833,-1.45157,-5.54314,5.00E-05,0.000245228,yes
CG32645,chrX:13033238-13048957,warm,cold,NOTEST,1.05506,0.835501,-0.336607,0,1,1,no
CG4332,chrX:13049072-13053611,warm,cold,OK,7.10878,7.60172,0.0967238,0.292335,0.53595,0.697987,no
CG12096,chrX:13053738-13055732,warm,cold,OK,14.1549,13.2773,-0.0923447,-0.369919,0.46095,0.631551,no
CG32640,chrX:13055746-13083197,warm,cold,NOTEST,1.18016,0.707326,-0.73853,0,1,1,no
CG32641,chrX:13055746-13083197,warm,cold,OK,1.16151,1.774,0.611004,0.287024,0.5152,0.680409,no
REG,chrX:13106365-13108008,warm,cold,OK,55.9393,51.0661,-0.131496,-0.540021,0.225,0.378038,no
comt,chrX:13153012-13179620,warm,cold,OK,34.8482,25.1733,-0.469188,-1.42993,0.0019,0.00689107,yes
CG15743,chrX:13180048-13181774,warm,cold,OK,7.11613,4.04384,-0.815365,-2.12633,5.00E-05,0.000245228,yes
CG15744,chrX:13182291-13190746,warm,cold,OK,2.51375,2.47283,-0.0236815,-0.0640874,0.88905,0.941207,no
CG1622,chrX:13191129-13193943,warm,cold,OK,5.20967,4.71233,-0.144752,-0.387433,0.3963,0.5691,no
CG15745,chrX:13198751-13202054,warm,cold,OK,7.1039,2.81747,-1.33421,-3.75467,5.00E-05,0.000245228,yes
IP3K2,chrX:13212684-13223350,warm,cold,OK,20.5948,15.0564,-0.451904,-1.61666,0.0005,0.00207223,yes
Jafrac1,chrX:13223880-13226030,warm,cold,OK,153.241,169.635,0.146634,0.626477,0.16295,0.296592,no
CG15747,chrX:13232386-13235052,warm,cold,OK,2.95284,1.90543,-0.631984,-1.64572,0.00085,0.00336809,yes
Syt12,chrX:13253280-13262212,warm,cold,OK,2.08159,2.30736,0.148555,0.432659,0.3316,0.502244,no
dmrt11E,chrX:13262223-13264505,warm,cold,NOTEST,0.190514,0.118432,-0.685836,0,1,1,no
CG1640,chrX:13264638-13274193,warm,cold,OK,111.717,88.6293,-0.333998,-1.46911,0.0018,0.00658292,yes
Tim9a,chrX:13279107-13281481,warm,cold,OK,51.1852,79.299,0.631576,2.41834,0.00065,0.00263026,yes
CG1662,chrX:13281631-13282877,warm,cold,OK,29.1512,20.5415,-0.505013,-2.16558,0.0001,0.000469607,yes
CG1673,chrX:13290925-13295262,warm,cold,OK,29.3983,14.9518,-0.975414,-4.22446,5.00E-05,0.000245228,yes
GstT4,chrX:13298771-13315057,warm,cold,OK,148.291,82.9222,-0.8386,-2.41002,0.00015,0.000684556,yes
Set2,chrX:13298771-13315057,warm,cold,OK,10.4368,10.7365,0.040852,0.0855187,0.84475,0.915462,no
Neto,chrX:13339938-13413663,warm,cold,OK,1.72027,3.32077,0.948878,0.367576,0.35635,0.528224,no
CG15753,chrX:13414535-13417594,warm,cold,OK,1.18479,1.64735,0.475514,0.83401,0.1257,0.242932,no
CG15754,chrX:13422045-13423313,warm,cold,NOTEST,0.0525881,0.244262,2.21562,0,1,1,no
CG15756,chrX:13428505-13429836,warm,cold,NOTEST,0.0815697,0.143283,0.812763,0,1,1,no
Cpr12A,chrX:13437675-13438952,warm,cold,NOTEST,0.0362416,0.0323212,-0.165168,0,1,1,no
CG32631,chrX:13450504-13451899,warm,cold,NOTEST,0.0383314,0,#NAME?,0,1,1,no
CG32633,chrX:13455703-13457392,warm,cold,OK,9.71326,1.75536,-2.46819,-4.76193,5.00E-05,0.000245228,yes
Tango13,chrX:13457855-13487257,warm,cold,OK,12.7924,14.4683,0.177608,0.624379,0.151,0.280104,no
CG11178,chrX:13499715-13503565,warm,cold,OK,2.47838,1.91936,-0.368775,-0.925252,0.03915,0.0931655,no
BthD,chrX:13506146-13510436,warm,cold,OK,1.71024,2.81052,0.716642,0.769787,0.0732,0.157371,no
Tango2,chrX:13511008-13518552,warm,cold,OK,15.3471,14.7804,-0.0542745,-0.126082,0.80855,0.893601,no
NFAT,chrX:13518774-13561886,warm,cold,OK,11.6349,8.27963,-0.490825,-1.48293,0.00115,0.00441905,yes
CG11164,chrX:13562046-13563327,warm,cold,NOTEST,0.60482,0.554896,-0.124289,0,1,1,no
CG15760,chrX:13563731-13570265,warm,cold,OK,2.06012,2.93045,0.508393,1.45064,0.0011,0.00425041,yes
CG11162,chrX:13570926-13571915,warm,cold,OK,4.948,1.12537,-2.13645,-4.11785,5.00E-05,0.000245228,yes
CG11158,chrX:13576882-13612316,warm,cold,OK,4.27681,1.51177,-1.5003,-0.753427,0.1519,0.281596,no
"CG32628,NnaD",chrX:13576882-13612316,warm,cold,OK,87.2827,68.4935,-0.34973,-1.17735,0.0083,0.0250207,yes
mus101,chrX:13616278-13621146,warm,cold,OK,1.53753,1.26287,-0.283904,-0.761466,0.10095,0.20467,no
CG11134,chrX:13630602-13638716,warm,cold,OK,29.7333,26.1317,-0.18628,-0.374882,0.5205,0.684503,no
CG11151,chrX:13630602-13638716,warm,cold,OK,203.259,178.67,-0.186025,-0.648418,0.1409,0.265705,no
CR42861,chrX:13638832-13650046,warm,cold,OK,7.68445,9.61407,0.323205,0.399489,0.4989,0.666319,no
CR43833,chrX:13638832-13650046,warm,cold,OK,3.54157,2.56263,-0.466765,-0.110928,0.81835,0.899718,no
Rtc1,chrX:13651211-13652631,warm,cold,OK,5.89496,4.66753,-0.336824,-0.997424,0.06385,0.140751,no
